2react,default,no,1,0,0,1,13.26,1.940103e-16,0
2react,default,no,10,0,0,1,13.72,1.940103e-16,0
2react,default,no,100,0,0,1,16.63,1.940103e-16,0
2react,loose,no,1,0,0,1,13.49,1.566734e-19,0
2react,loose,no,10,0,0,9,13.85,3.700857e-18,0
2react,loose,no,100,0,0,43,18.09,3.047321e-17,0
6react,default,no,1,0,0,1,15.52,1.734129e-78,0
6react,default,no,10,0,0,1,15.94,1.734129e-78,0
6react,default,no,100,0,0,1,20.86,1.734129e-78,0
6react,loose,no,1,0,0,1,18.10,6.40851e-86,0
6react,loose,no,10,0,0,10,20.75,4.186004e-71,0
6react,loose,no,100,0,0,99,25.58,2.708143e-64,0
8react,default,no,1,0,0,1,23.34,0.0,0
8react,default,no,10,0,0,10,24.98,0.0,0
8react,default,no,100,0,0,100,28.50,0.0,0
8react,loose,no,1,0,0,1,25.08,0.0,0
8react,loose,no,10,0,0,10,25.79,0.0,0
8react,loose,no,100,0,0,100,66.78,0.0,0
